eco_region_id	eco_region_name	year	loss_area_km2	loss_area_ha	pixel_count	forest_area_2000_km2
1	I01	2001	363.2023546463238	36320.23546463238	577.9490196078428	141729.72068521162
1	I01	2002	197.8873513205885	19788.73513205885	313.8941176470587	141729.72068521162
1	I01	2003	188.99946658088243	18899.946658088244	299.87058823529406	141729.72068521162
1	I01	2004	134.4194506093137	13441.945060931372	214.19215686274507	141729.72068521162
1	I01	2005	151.4880720642156	15148.80720642156	239.73725490196074	141729.72068521162
1	I01	2006	234.27623590833363	23427.623590833362	372.17647058823525	141729.72068521162
1	I01	2007	400.13486153848123	40013.48615384812	638.670588235294	141729.72068521162
1	I01	2008	357.9274786426474	35792.74786426474	570.1725490196076	141729.72068521162
1	I01	2009	253.47910452524536	25347.910452524535	405.53725490196075	141729.72068521162
1	I01	2010	243.63665685269606	24363.665685269607	386.9333333333334	141729.72068521162
1	I01	2011	113.85140842132355	11385.140842132356	182.15686274509807	141729.72068521162
1	I01	2012	226.9849543549021	22698.49543549021	361.16862745098024	141729.72068521162
1	I01	2013	398.6755223029411	39867.55223029411	635.5176470588234	141729.72068521162
1	I01	2014	293.29367144460787	29329.367144460786	466.5137254901962	141729.72068521162
1	I01	2015	259.81667508063725	25981.667508063725	415.29019607843134	141729.72068521162
1	I01	2016	327.35611386519577	32735.611386519577	523.9999999999999	141729.72068521162
1	I01	2017	270.5372954262257	27053.72954262257	427.4078431372549	141729.72068521162
1	I01	2018	160.30737525294123	16030.737525294122	252.51764705882354	141729.72068521162
1	I01	2019	141.62205614950983	14162.205614950983	224.36862745098037	141729.72068521162
1	I01	2020	203.68304855196098	20368.304855196096	324.99607843137255	141729.72068521162
2	I02	2001	335.00087640220596	33500.0876402206	510.2705882352941	87242.0197925028
2	I02	2002	478.2349107254897	47823.491072548975	724.8901960784315	87242.0197925028
2	I02	2003	448.7923618174021	44879.236181740205	682.729411764706	87242.0197925028
2	I02	2004	247.46064048848055	24746.064048848057	377.1176470588235	87242.0197925028
2	I02	2005	275.1323613710784	27513.23613710784	417.7019607843136	87242.0197925028
2	I02	2006	362.6550071544113	36265.50071544113	554.3960784313726	87242.0197925028
2	I02	2007	410.90963847475433	41090.96384747543	630.1843137254903	87242.0197925028
2	I02	2008	321.75231660245026	32175.231660245026	492.96078431372547	87242.0197925028
2	I02	2009	281.60387899901906	28160.387899901907	429.92549019607844	87242.0197925028
2	I02	2010	412.54784956985355	41254.78495698536	629.6313725490197	87242.0197925028
2	I02	2011	264.123139853676	26412.313985367597	402.0862745098039	87242.0197925028
2	I02	2012	299.0388561463235	29903.88561463235	455.992156862745	87242.0197925028
2	I02	2013	297.382578725245	29738.257872524504	450.1254901960784	87242.0197925028
2	I02	2014	406.81014147009813	40681.01414700981	618.9254901960785	87242.0197925028
2	I02	2015	416.6895416294117	41668.95416294117	637.3803921568625	87242.0197925028
2	I02	2016	413.8022901732847	41380.22901732847	633.8392156862745	87242.0197925028
2	I02	2017	458.5821156720592	45858.21156720592	695.2078431372548	87242.0197925028
2	I02	2018	392.7505443558825	39275.054435588245	591.7960784313726	87242.0197925028
2	I02	2019	332.1773945269606	33217.739452696056	503.8901960784314	87242.0197925028
2	I02	2020	312.43032745612743	31243.03274561274	476.1921568627451	87242.0197925028
3	I03	2001	211.58054981029397	21158.054981029396	307.8980392156863	21165.373451216066
3	I03	2002	352.9918905791668	35299.18905791668	514.2078431372549	21165.373451216066
3	I03	2003	461.8519058470591	46185.19058470591	676.2470588235294	21165.373451216066
3	I03	2004	560.627924905392	56062.7924905392	814.1058823529412	21165.373451216066
3	I03	2005	410.1417836509802	41014.17836509802	594.4823529411765	21165.373451216066
3	I03	2006	475.85515936004913	47585.515936004915	695.0156862745099	21165.373451216066
3	I03	2007	514.2058031004897	51420.580310048965	754.870588235294	21165.373451216066
3	I03	2008	360.58321242671553	36058.321242671555	527.7686274509804	21165.373451216066
3	I03	2009	200.2154987941177	20021.54987941177	291.9254901960785	21165.373451216066
3	I03	2010	268.65075367377466	26865.075367377467	391.54901960784315	21165.373451216066
3	I03	2011	307.9750794664216	30797.507946642163	447.73333333333335	21165.373451216066
3	I03	2012	366.7772819269606	36677.72819269606	534.7254901960783	21165.373451216066
3	I03	2013	295.0358873845589	29503.588738455892	428.5882352941176	21165.373451216066
3	I03	2014	210.62366639240193	21062.366639240194	307.21176470588233	21165.373451216066
3	I03	2015	188.9882852404413	18898.82852404413	276.2823529411765	21165.373451216066
3	I03	2016	258.14588885686237	25814.588885686237	376.68627450980404	21165.373451216066
3	I03	2017	460.38441044313765	46038.44104431377	669.58431372549	21165.373451216066
3	I03	2018	413.83724109411787	41383.724109411785	601.4509803921569	21165.373451216066
3	I03	2019	274.7597654575979	27475.97654575979	400.13725490196083	21165.373451216066
3	I03	2020	163.76681167279418	16376.681167279417	238.81176470588233	21165.373451216066
4	I04	2001	1418.6718686311285	141867.18686311285	1939.678431372549	173223.03498768853
4	I04	2002	988.8823820004916	98888.23820004916	1366.776470588235	173223.03498768853
4	I04	2003	577.5418944534309	57754.189445343094	788.0039215686274	173223.03498768853
4	I04	2004	497.282702731617	49728.2702731617	678.6823529411763	173223.03498768853
4	I04	2005	659.0096800762248	65900.96800762248	908.192156862745	173223.03498768853
4	I04	2006	619.4595545965668	61945.95545965668	853.0078431372549	173223.03498768853
4	I04	2007	552.2743304561267	55227.43304561267	754.4666666666667	173223.03498768853
4	I04	2008	531.5661910872541	53156.61910872541	724.0274509803922	173223.03498768853
4	I04	2009	425.2466105066177	42524.661050661765	579.7450980392157	173223.03498768853
4	I04	2010	594.4472031240186	59444.72031240186	814.7607843137254	173223.03498768853
4	I04	2011	452.47235497549	45247.235497549	618.686274509804	173223.03498768853
4	I04	2012	428.4360894757356	42843.608947573564	586.2392156862745	173223.03498768853
4	I04	2013	697.7388600431375	69773.88600431375	955.8980392156861	173223.03498768853
4	I04	2014	709.774418957107	70977.4418957107	975.0980392156864	173223.03498768853
4	I04	2015	517.4409488205881	51744.09488205881	708.2117647058823	173223.03498768853
4	I04	2016	577.0378999088233	57703.78999088233	790.321568627451	173223.03498768853
4	I04	2017	1254.2456309818613	125424.56309818613	1737.3450980392156	173223.03498768853
4	I04	2018	1193.9423914316158	119394.23914316157	1651.611764705883	173223.03498768853
4	I04	2019	581.9665844970575	58196.65844970575	796.9294117647058	173223.03498768853
4	I04	2020	437.0472642473035	43704.72642473035	596.2627450980392	173223.03498768853
5	I05	2001	364.3638148490197	36436.38148490197	539.1411764705882	14192.612305124774
5	I05	2002	328.9725996205885	32897.25996205885	491.078431372549	14192.612305124774
5	I05	2003	499.96921099142105	49996.921099142106	747.1999999999999	14192.612305124774
5	I05	2004	276.47336908848047	27647.336908848047	412.9960784313726	14192.612305124774
5	I05	2005	243.3104053220589	24331.04053220589	359.36470588235295	14192.612305124774
5	I05	2006	277.0586599404413	27705.865994044132	411.71372549019617	14192.612305124774
5	I05	2007	222.15854054852946	22215.854054852945	331.1176470588235	14192.612305124774
5	I05	2008	195.20381426102918	19520.38142610292	288.3411764705882	14192.612305124774
5	I05	2009	212.55868028946105	21255.868028946104	313.8313725490196	14192.612305124774
5	I05	2010	281.5026868995099	28150.26868995099	416.2745098039216	14192.612305124774
5	I05	2011	156.88464777769607	15688.464777769608	233.03529411764703	14192.612305124774
5	I05	2012	225.68713283676482	22568.713283676483	336.4392156862745	14192.612305124774
5	I05	2013	200.6120842151962	20061.20842151962	295.0509803921569	14192.612305124774
5	I05	2014	234.28363701862747	23428.36370186275	346.98823529411766	14192.612305124774
